vote_2020,vote_intention,registration,age,gender,education,state,household_income,agegroup,race
Donald Trump,"Yes, I will vote",Registered,38,Male,Masters degree,CA,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,62,Male,High school graduate,SC,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,70,Female,Masters degree,NJ,"$150,000 to $174,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,46,Male,"College Degree (such as B.A., B.S.)",AL,"$50,000 to $54,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,24,Female,High school graduate,NV,"Less than $14,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,61,Female,"College Degree (such as B.A., B.S.)",NV,"$20,000 to $24,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,24,Male,High school graduate,FL,"$50,000 to $54,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,54,Female,Masters degree,TX,"$70,000 to $74,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,42,Female,"Completed some college, but no degree",FL,"$55,000 to $59,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,46,Male,"College Degree (such as B.A., B.S.)",TX,"$125,000 to $149,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,32,Male,Associate Degree,NE,"$80,000 to $84,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,40,Male,"College Degree (such as B.A., B.S.)",GA,"$125,000 to $149,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,29,Female,"Completed some college, but no degree",FL,"$25,000 to $29,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,30,Male,Completed some high school,NC,"$20,000 to $24,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,30,Female,"Completed some college, but no degree",CA,"$45,000 to $49,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,74,Male,"Completed some college, but no degree",PA,"$80,000 to $84,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,37,Female,High school graduate,NY,"$90,000 to $94,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,25,Male,"College Degree (such as B.A., B.S.)",TX,"$25,000 to $29,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,33,Male,"Completed some college, but no degree",OK,"$20,000 to $24,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,70,Male,"College Degree (such as B.A., B.S.)",GA,"$35,000 to $39,999",65 to 80,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,30,Female,High school graduate,DC,"Less than $14,999",21 to 35,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,23,Female,"Completed some college, but no degree",FL,"$25,000 to $29,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,41,Male,"Completed some college, but no degree",TX,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,49,Female,Associate Degree,IN,"$40,000 to $44,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",FL,"$25,000 to $29,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,19,Female,"Completed some college, but no degree",MO,"$60,000 to $64,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,65,Male,Associate Degree,TN,"$95,000 to $99,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,25,Male,"College Degree (such as B.A., B.S.)",CA,"$15,000 to $19,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,36,Female,High school graduate,IN,"$60,000 to $64,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,63,Female,"College Degree (such as B.A., B.S.)",GA,"$60,000 to $64,999",50 to 65,White
Joe Biden,Not sure,Registered,55,Female,Completed some high school,TX,"$30,000 to $34,999",50 to 65,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,70,Female,Associate Degree,KS,"$30,000 to $34,999",65 to 80,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,42,Male,"Completed some college, but no degree",KY,"$70,000 to $74,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,38,Male,"Completed some college, but no degree",CA,"$70,000 to $74,999",35 to 50,Other race
Joe Biden,"Yes, I will vote",Registered,64,Female,"Completed some college, but no degree",GA,"Less than $14,999",50 to 65,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,25,Female,High school graduate,FL,"$30,000 to $34,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,47,Female,"College Degree (such as B.A., B.S.)",CA,"$20,000 to $24,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,36,Male,"Completed some college, but no degree",NY,"$20,000 to $24,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,31,Male,"College Degree (such as B.A., B.S.)",OH,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,25,Male,High school graduate,WA,"$50,000 to $54,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,62,Male,Associate Degree,NC,"$25,000 to $29,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,42,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,55,Male,High school graduate,ME,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,60,Male,"College Degree (such as B.A., B.S.)",VT,"$15,000 to $19,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,32,Male,"College Degree (such as B.A., B.S.)",FL,"$45,000 to $49,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,31,Female,Associate Degree,TX,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,69,Female,Associate Degree,NV,"$65,000 to $69,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,30,Male,"College Degree (such as B.A., B.S.)",CA,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,21,Female,Associate Degree,CA,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,63,Male,High school graduate,DE,"$80,000 to $84,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,25,Male,High school graduate,IL,"$50,000 to $54,999",21 to 35,"Black, or African American"
Donald Trump,Not sure,Registered,32,Female,"College Degree (such as B.A., B.S.)",TX,"$20,000 to $24,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,38,Female,"College Degree (such as B.A., B.S.)",NY,"$40,000 to $44,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,34,Male,"Completed some college, but no degree",VA,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,26,Female,"Completed some college, but no degree",MI,"$55,000 to $59,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,50,Male,High school graduate,LA,"Less than $14,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,45,Male,"Completed some college, but no degree",TX,"$150,000 to $174,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,25,Female,"College Degree (such as B.A., B.S.)",TX,"$80,000 to $84,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,64,Female,Associate Degree,NY,"$100,000 to $124,999",50 to 65,Other race
Joe Biden,"Yes, I will vote",Registered,35,Male,"College Degree (such as B.A., B.S.)",MS,"$15,000 to $19,999",21 to 35,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,35,Female,"College Degree (such as B.A., B.S.)",CA,"$75,000 to $79,999",21 to 35,Other race
Donald Trump,"Yes, I will vote",Registered,30,Female,High school graduate,PA,"$45,000 to $49,999",21 to 35,American Indian or Alaska Native
Joe Biden,"Yes, I will vote",Registered,60,Male,Associate Degree,KY,"$65,000 to $69,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,61,Male,"College Degree (such as B.A., B.S.)",CT,"$200,000 to $249,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,45,Female,"Completed some college, but no degree",TX,"$20,000 to $24,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,31,Female,"College Degree (such as B.A., B.S.)",NJ,"$40,000 to $44,999",21 to 35,Other race
Joe Biden,"Yes, I will vote",Registered,43,Male,High school graduate,RI,"$20,000 to $24,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,30,Female,"Completed some college, but no degree",CO,"$30,000 to $34,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,62,Male,"Completed some college, but no degree",IL,"$60,000 to $64,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,48,Male,High school graduate,MO,"Less than $14,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,75,Male,"College Degree (such as B.A., B.S.)",FL,"$20,000 to $24,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,20,Female,"Completed some college, but no degree",WI,"$200,000 to $249,999",20 or less,White
Joe Biden,"Yes, I will vote",Registered,27,Female,"Completed some college, but no degree",MN,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,25,Male,"College Degree (such as B.A., B.S.)",MI,"$125,000 to $149,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,19,Male,Completed some high school,NY,"Less than $14,999",20 or less,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,44,Female,"Completed some college, but no degree",TX,"$55,000 to $59,999",35 to 50,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,64,Male,"Completed some college, but no degree",NY,"$25,000 to $29,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,39,Female,Completed some high school,FL,"Less than $14,999",35 to 50,"Black, or African American"
Joe Biden,"Yes, I will vote",Registered,20,Female,Associate Degree,FL,"$50,000 to $54,999",20 or less,Other race
Joe Biden,"Yes, I will vote",Registered,71,Female,High school graduate,NY,"$40,000 to $44,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,33,Male,"College Degree (such as B.A., B.S.)",CA,"$175,000 to $199,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,62,Male,"College Degree (such as B.A., B.S.)",AZ,"$40,000 to $44,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,54,Female,"College Degree (such as B.A., B.S.)",MD,"$250,000 and above",50 to 65,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,36,Male,High school graduate,FL,"$25,000 to $29,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,59,Male,"College Degree (such as B.A., B.S.)",MI,"$50,000 to $54,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,27,Female,"College Degree (such as B.A., B.S.)",TX,"$90,000 to $94,999",21 to 35,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,66,Male,"College Degree (such as B.A., B.S.)",OH,"$75,000 to $79,999",65 to 80,White
Donald Trump,"Yes, I will vote",Registered,34,Male,"College Degree (such as B.A., B.S.)",OH,"$200,000 to $249,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,54,Male,High school graduate,OK,"$60,000 to $64,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,58,Female,"College Degree (such as B.A., B.S.)",NY,"$125,000 to $149,999",50 to 65,Other race
Donald Trump,"Yes, I will vote",Registered,38,Male,High school graduate,IL,"$30,000 to $34,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,43,Female,"College Degree (such as B.A., B.S.)",RI,"$50,000 to $54,999",35 to 50,Other race
Donald Trump,"Yes, I will vote",Registered,38,Female,"College Degree (such as B.A., B.S.)",KS,"$175,000 to $199,999",35 to 50,Japanese
Donald Trump,"Yes, I will vote",Registered,35,Female,Associate Degree,GA,"$15,000 to $19,999",21 to 35,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,40,Male,High school graduate,NY,"$35,000 to $39,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,56,Male,"College Degree (such as B.A., B.S.)",CO,"$45,000 to $49,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,27,Male,"College Degree (such as B.A., B.S.)",CA,"Less than $14,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,47,Male,"Completed some college, but no degree",CA,"$100,000 to $124,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,65,Male,"College Degree (such as B.A., B.S.)",TX,"$30,000 to $34,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,55,Female,"Completed some college, but no degree",NM,"$100,000 to $124,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,59,Male,"College Degree (such as B.A., B.S.)",WA,"$25,000 to $29,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,36,Male,"College Degree (such as B.A., B.S.)",FL,"$100,000 to $124,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,32,Male,Associate Degree,FL,"$125,000 to $149,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,41,Male,"College Degree (such as B.A., B.S.)",NY,"$60,000 to $64,999",35 to 50,White
Donald Trump,Not sure,Registered,29,Male,High school graduate,SC,"$70,000 to $74,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,78,Male,"Completed some college, but no degree",KY,"$35,000 to $39,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,33,Male,"Completed some college, but no degree",OH,"$125,000 to $149,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,21,Female,"Completed some college, but no degree",TX,"$100,000 to $124,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,65,Male,Associate Degree,OR,"$45,000 to $49,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,32,Male,"College Degree (such as B.A., B.S.)",PA,"$45,000 to $49,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,72,Male,"Completed some college, but no degree",TX,"$30,000 to $34,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,24,Female,Associate Degree,IL,"$75,000 to $79,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,72,Male,Associate Degree,MA,"$150,000 to $174,999",65 to 80,White
Joe Biden,"Yes, I will vote",Registered,37,Female,Masters degree,CA,"$45,000 to $49,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,58,Male,"Completed some college, but no degree",FL,"$70,000 to $74,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,69,Female,"College Degree (such as B.A., B.S.)",MD,"$100,000 to $124,999",65 to 80,"Black, or African American"
Donald Trump,"Yes, I will vote",Registered,41,Male,"Completed some college, but no degree",OK,"$25,000 to $29,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,60,Female,"College Degree (such as B.A., B.S.)",NC,"$100,000 to $124,999",50 to 65,White
Joe Biden,"Yes, I will vote",Registered,34,Female,"College Degree (such as B.A., B.S.)",AZ,"$100,000 to $124,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,41,Male,Masters degree,VA,"$250,000 and above",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,24,Female,"Completed some college, but no degree",WA,"$40,000 to $44,999",21 to 35,White
Donald Trump,"Yes, I will vote",Registered,59,Female,High school graduate,CA,"$50,000 to $54,999",50 to 65,Other race
Donald Trump,"Yes, I will vote",Registered,60,Male,High school graduate,KY,"$70,000 to $74,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,42,Male,"Completed some college, but no degree",TX,"$20,000 to $24,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,41,Female,"College Degree (such as B.A., B.S.)",TX,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,28,Male,"Completed some college, but no degree",MD,"$85,000 to $89,999",21 to 35,White
Joe Biden,"Yes, I will vote",Registered,36,Male,"College Degree (such as B.A., B.S.)",MN,"$50,000 to $54,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,39,Male,Masters degree,NY,"$175,000 to $199,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,19,Female,Completed some high school,WA,"$100,000 to $124,999",20 or less,other asian or pacific islander
Donald Trump,"Yes, I will vote",Registered,65,Female,"Completed some college, but no degree",CA,"Less than $14,999",50 to 65,White
Donald Trump,"Yes, I will vote",Registered,40,Male,Masters degree,NY,"$200,000 to $249,999",35 to 50,White
Donald Trump,Not sure,Registered,32,Female,Associate Degree,OK,"$40,000 to $44,999",21 to 35,American Indian or Alaska Native
Joe Biden,"Yes, I will vote",Registered,40,Female,"College Degree (such as B.A., B.S.)",NJ,"$80,000 to $84,999",35 to 50,other asian or pacific islander
Joe Biden,"Yes, I will vote",Registered,44,Female,Masters degree,ME,"$65,000 to $69,999",35 to 50,White
Joe Biden,"Yes, I will vote",Registered,44,Male,"Completed some college, but no degree",IN,"$30,000 to $34,999",35 to 50,White
Donald Trump,"Yes, I will vote",Registered,19,Male,High school graduate,CA,"$250,000 and above",20 or less,White
